Area,Item,Year,Value
Dominican Republic,Vegetables and Fruit Primary,2019,2870678000
Dominican Republic,Vegetables and Fruit Primary,2020,2632267000
Dominican Republic,Vegetables and Fruit Primary,2021,2794376000
Dominican Republic,Vegetables and Fruit Primary,2022,5810221000
Dominican Republic,Vegetables and Fruit Primary,2023,7911840000
Ecuador,Agriculture,2017,8071932000
Ecuador,Agriculture,2018,8402068000
Ecuador,Agriculture,2019,9220506000
Ecuador,Agriculture,2020,9169868000
Ecuador,Agriculture,2021,9644495000
Ecuador,Agriculture,2022,9792301000
Ecuador,Agriculture,2023,10662052000
Ecuador,"Cereals, primary",2017,993051000
Ecuador,"Cereals, primary",2018,749719000
Ecuador,"Cereals, primary",2019,793177000
Ecuador,"Cereals, primary",2020,847955000
Ecuador,"Cereals, primary",2021,918532000
Ecuador,"Cereals, primary",2022,1096439000
Ecuador,"Cereals, primary",2023,958698000
Ecuador,Crops,2017,4838133000
Ecuador,Crops,2018,5129040000
Ecuador,Crops,2019,5358468000
Ecuador,Crops,2020,5441064000
Ecuador,Crops,2021,5825751000
Ecuador,Crops,2022,5559578000
Ecuador,Crops,2023,6229400000
Ecuador,"Meat indigenous, total",2017,2127842000
Ecuador,"Meat indigenous, total",2018,2267889000
Ecuador,"Meat indigenous, total",2019,2613144000
Ecuador,"Meat indigenous, total",2020,2547105000
Ecuador,"Meat indigenous, total",2021,2743299000
Ecuador,"Meat indigenous, total",2022,3086450000
Ecuador,"Meat indigenous, total",2023,3197747000
Ecuador,"Milk, Total",2017,837939000
Ecuador,"Milk, Total",2018,790484000
Ecuador,"Milk, Total",2019,1025737000
Ecuador,"Milk, Total",2020,953407000
Ecuador,"Milk, Total",2021,836333000
Ecuador,"Milk, Total",2022,892345000
Ecuador,"Milk, Total",2023,872939000
Ecuador,"Roots and Tubers, Total",2017,156158000
Ecuador,"Roots and Tubers, Total",2018,100647000
Ecuador,"Roots and Tubers, Total",2019,120352000
Ecuador,"Roots and Tubers, Total",2020,111443000
Ecuador,"Roots and Tubers, Total",2021,112216000
Ecuador,"Roots and Tubers, Total",2022,147893000
Ecuador,"Roots and Tubers, Total",2023,134939000
Ecuador,Sugar Crops Primary,2017,284611000
Ecuador,Sugar Crops Primary,2018,237721000
Ecuador,Sugar Crops Primary,2019,282237000
Ecuador,Sugar Crops Primary,2020,344961000
Ecuador,Sugar Crops Primary,2021,335074000
Ecuador,Sugar Crops Primary,2022,235233000
Ecuador,Sugar Crops Primary,2023,201753000
Ecuador,Vegetables and Fruit Primary,2017,2438242000
Ecuador,Vegetables and Fruit Primary,2018,2840657000
Ecuador,Vegetables and Fruit Primary,2019,2907838000
Ecuador,Vegetables and Fruit Primary,2020,2744979000
Ecuador,Vegetables and Fruit Primary,2021,2967951000
Ecuador,Vegetables and Fruit Primary,2022,2514669000
Ecuador,Vegetables and Fruit Primary,2023,3234730000
Egypt,Agriculture,2017,20273154000
Egypt,Agriculture,2018,19844107000
Egypt,Agriculture,2019,34434088000
Egypt,Agriculture,2020,40415256000
Egypt,Agriculture,2021,36140208000
Egypt,Agriculture,2022,38236122000
Egypt,Agriculture,2023,29537909000
Egypt,"Cereals, primary",2017,4303175000
Egypt,"Cereals, primary",2018,3404948000
Egypt,"Cereals, primary",2019,7290867000
Egypt,"Cereals, primary",2020,7410427000
Egypt,"Cereals, primary",2021,6702955000
Egypt,"Cereals, primary",2022,8583952000
Egypt,"Cereals, primary",2023,8263554000
Egypt,Crops,2017,11709003000
Egypt,Crops,2018,11031046000
Egypt,Crops,2019,23117846000
Egypt,Crops,2020,26964491000
Egypt,Crops,2021,22146497000
Egypt,Crops,2022,26589337000
Egypt,Crops,2023,21087179000
Egypt,"Meat indigenous, total",2017,5949321000
Egypt,"Meat indigenous, total",2018,6059761000
Egypt,"Meat indigenous, total",2019,6598423000
Egypt,"Meat indigenous, total",2020,7893200000
Egypt,"Meat indigenous, total",2021,8721627000
Egypt,"Meat indigenous, total",2022,6595539000
Egypt,"Meat indigenous, total",2023,4406023000
Egypt,"Milk, Total",2017,1959633000
Egypt,"Milk, Total",2018,2198026000
Egypt,"Milk, Total",2019,3867313000
Egypt,"Milk, Total",2020,4445766000
Egypt,"Milk, Total",2021,3956868000
Egypt,"Milk, Total",2022,3953957000
Egypt,"Milk, Total",2023,3357765000
Egypt,"Roots and Tubers, Total",2017,593799000
Egypt,"Roots and Tubers, Total",2018,678525000
Egypt,"Roots and Tubers, Total",2019,2184233000
Egypt,"Roots and Tubers, Total",2020,3289362000
Egypt,"Roots and Tubers, Total",2021,2369395000
Egypt,"Roots and Tubers, Total",2022,2595908000
Egypt,"Roots and Tubers, Total",2023,1926945000
Egypt,Sugar Crops Primary,2017,948961000
Egypt,Sugar Crops Primary,2018,956613000
Egypt,Sugar Crops Primary,2019,1059473000
Egypt,Sugar Crops Primary,2020,1074162000
Egypt,Sugar Crops Primary,2021,964411000
Egypt,Sugar Crops Primary,2022,970216000
Egypt,Sugar Crops Primary,2023,558442000
Egypt,Vegetables and Fruit Primary,2017,4238513000
Egypt,Vegetables and Fruit Primary,2018,4435205000
Egypt,Vegetables and Fruit Primary,2019,11074190000
Egypt,Vegetables and Fruit Primary,2020,13541449000
Egypt,Vegetables and Fruit Primary,2021,10175285000
Egypt,Vegetables and Fruit Primary,2022,12783318000
Egypt,Vegetables and Fruit Primary,2023,9314746000
El Salvador,Agriculture,2017,1757096000
El Salvador,Agriculture,2018,1754500000
El Salvador,Agriculture,2019,1814055000
El Salvador,Agriculture,2020,1722860000
El Salvador,Agriculture,2021,1804769000
El Salvador,Agriculture,2022,2169144000
El Salvador,Agriculture,2023,2095098000
El Salvador,"Cereals, primary",2017,253423000
El Salvador,"Cereals, primary",2018,281140000
El Salvador,"Cereals, primary",2019,352826000
El Salvador,"Cereals, primary",2020,271921000
El Salvador,"Cereals, primary",2021,282357000
El Salvador,"Cereals, primary",2022,519173000
El Salvador,"Cereals, primary",2023,344642000
El Salvador,Crops,2017,858727000
El Salvador,Crops,2018,884664000
El Salvador,Crops,2019,984361000
El Salvador,Crops,2020,917189000
El Salvador,Crops,2021,913967000
El Salvador,Crops,2022,1212793000
El Salvador,Crops,2023,1099165000
El Salvador,"Meat indigenous, total",2017,484644000
El Salvador,"Meat indigenous, total",2018,504960000
El Salvador,"Meat indigenous, total",2019,516485000
El Salvador,"Meat indigenous, total",2020,482006000
El Salvador,"Meat indigenous, total",2021,549033000
El Salvador,"Meat indigenous, total",2022,594630000
El Salvador,"Meat indigenous, total",2023,614036000
El Salvador,"Milk, Total",2017,295023000
El Salvador,"Milk, Total",2018,229829000
El Salvador,"Milk, Total",2019,187822000
El Salvador,"Milk, Total",2020,209300000
El Salvador,"Milk, Total",2021,224073000
El Salvador,"Milk, Total",2022,225981000
El Salvador,"Milk, Total",2023,240367000
El Salvador,"Roots and Tubers, Total",2017,34105000
El Salvador,"Roots and Tubers, Total",2018,32014000
El Salvador,"Roots and Tubers, Total",2019,30662000
El Salvador,"Roots and Tubers, Total",2020,31587000
El Salvador,"Roots and Tubers, Total",2021,36621000
El Salvador,"Roots and Tubers, Total",2022,37902000
El Salvador,"Roots and Tubers, Total",2023,37756000
El Salvador,Sugar Crops Primary,2017,167803000
El Salvador,Sugar Crops Primary,2018,174790000
El Salvador,Sugar Crops Primary,2019,215691000
El Salvador,Sugar Crops Primary,2020,210846000
El Salvador,Sugar Crops Primary,2021,154240000
El Salvador,Sugar Crops Primary,2022,147594000
El Salvador,Sugar Crops Primary,2023,205861000
El Salvador,Vegetables and Fruit Primary,2017,163994000
El Salvador,Vegetables and Fruit Primary,2018,143315000
El Salvador,Vegetables and Fruit Primary,2019,172129000
El Salvador,Vegetables and Fruit Primary,2020,158055000
El Salvador,Vegetables and Fruit Primary,2021,158788000
El Salvador,Vegetables and Fruit Primary,2022,179360000
El Salvador,Vegetables and Fruit Primary,2023,194317000
Equatorial Guinea,Agriculture,2017,125020000
Equatorial Guinea,Agriculture,2018,138172000
Equatorial Guinea,Agriculture,2019,124472000
Equatorial Guinea,Agriculture,2020,113126000
Equatorial Guinea,Agriculture,2021,118470000
Equatorial Guinea,Agriculture,2022,101658000
Equatorial Guinea,Agriculture,2023,100854000
Equatorial Guinea,Crops,2017,112466000
Equatorial Guinea,Crops,2018,126897000
Equatorial Guinea,Crops,2019,113011000
Equatorial Guinea,Crops,2020,99937000
Equatorial Guinea,Crops,2021,105778000
Equatorial Guinea,Crops,2022,93226000
Equatorial Guinea,Crops,2023,88871000
Equatorial Guinea,"Meat indigenous, total",2017,6332000
Equatorial Guinea,"Meat indigenous, total",2018,6812000
Equatorial Guinea,"Meat indigenous, total",2019,6445000
Equatorial Guinea,"Meat indigenous, total",2020,7745000
Equatorial Guinea,"Meat indigenous, total",2021,7407000
Equatorial Guinea,"Meat indigenous, total",2022,3474000
Equatorial Guinea,"Meat indigenous, total",2023,7028000
Equatorial Guinea,"Roots and Tubers, Total",2017,66141000
Equatorial Guinea,"Roots and Tubers, Total",2018,74305000
Equatorial Guinea,"Roots and Tubers, Total",2019,67062000
Equatorial Guinea,"Roots and Tubers, Total",2020,60093000
Equatorial Guinea,"Roots and Tubers, Total",2021,65432000
Equatorial Guinea,"Roots and Tubers, Total",2022,57096000
Equatorial Guinea,"Roots and Tubers, Total",2023,54663000
Equatorial Guinea,Vegetables and Fruit Primary,2017,27245000
Equatorial Guinea,Vegetables and Fruit Primary,2018,30722000
Equatorial Guinea,Vegetables and Fruit Primary,2019,27470000
Equatorial Guinea,Vegetables and Fruit Primary,2020,23132000
Equatorial Guinea,Vegetables and Fruit Primary,2021,23220000
Equatorial Guinea,Vegetables and Fruit Primary,2022,20549000
Equatorial Guinea,Vegetables and Fruit Primary,2023,19406000
Eritrea,Agriculture,2017,1872871000
Eritrea,Agriculture,2018,1746669000
Eritrea,Agriculture,2019,1949242000
Eritrea,Agriculture,2020,2013558000
Eritrea,Agriculture,2021,2125398000
Eritrea,Agriculture,2022,2218739000
Eritrea,Agriculture,2023,2297012000
Eritrea,"Cereals, primary",2017,511817000
Eritrea,"Cereals, primary",2018,476653000
Eritrea,"Cereals, primary",2019,534419000
Eritrea,"Cereals, primary",2020,515582000
Eritrea,"Cereals, primary",2021,557961000
Eritrea,"Cereals, primary",2022,556556000
Eritrea,"Cereals, primary",2023,600205000
Eritrea,Crops,2017,824880000
Eritrea,Crops,2018,763798000
Eritrea,Crops,2019,825100000
Eritrea,Crops,2020,800253000
Eritrea,Crops,2021,838502000
Eritrea,Crops,2022,837732000
Eritrea,Crops,2023,877575000
Eritrea,"Meat indigenous, total",2017,728274000
Eritrea,"Meat indigenous, total",2018,686681000
Eritrea,"Meat indigenous, total",2019,786570000
Eritrea,"Meat indigenous, total",2020,860825000
Eritrea,"Meat indigenous, total",2021,912236000
Eritrea,"Meat indigenous, total",2022,967994000
Eritrea,"Meat indigenous, total",2023,987069000
Eritrea,"Milk, Total",2017,247756000
Eritrea,"Milk, Total",2018,231235000
Eritrea,"Milk, Total",2019,262883000
Eritrea,"Milk, Total",2020,274066000
Eritrea,"Milk, Total",2021,292938000
Eritrea,"Milk, Total",2022,330083000
Eritrea,"Milk, Total",2023,350592000
Eritrea,"Roots and Tubers, Total",2017,125667000
Eritrea,"Roots and Tubers, Total",2018,111285000
Eritrea,"Roots and Tubers, Total",2019,107739000
Eritrea,"Roots and Tubers, Total",2020,101422000
Eritrea,"Roots and Tubers, Total",2021,93924000
Eritrea,"Roots and Tubers, Total",2022,90818000
Eritrea,"Roots and Tubers, Total",2023,89515000
Eritrea,Vegetables and Fruit Primary,2017,84412000
Eritrea,Vegetables and Fruit Primary,2018,79542000
Eritrea,Vegetables and Fruit Primary,2019,74843000
Eritrea,Vegetables and Fruit Primary,2020,72535000
Eritrea,Vegetables and Fruit Primary,2021,72065000
Eritrea,Vegetables and Fruit Primary,2022,70507000
Eritrea,Vegetables and Fruit Primary,2023,68204000
Estonia,Agriculture,2017,775669000
Estonia,Agriculture,2018,725504000
Estonia,Agriculture,2019,818985000
Estonia,Agriculture,2020,836301000
Estonia,Agriculture,2021,934488000
Estonia,Agriculture,2022,1184768000
Estonia,Agriculture,2023,962994000
Estonia,"Cereals, primary",2017,198179000
Estonia,"Cereals, primary",2018,175585000
Estonia,"Cereals, primary",2019,249407000
Estonia,"Cereals, primary",2020,278103000
Estonia,"Cereals, primary",2021,300587000
Estonia,"Cereals, primary",2022,409383000
Estonia,"Cereals, primary",2023,245343000
Estonia,Crops,2017,337612000
Estonia,Crops,2018,288804000
Estonia,Crops,2019,406724000
Estonia,Crops,2020,434995000
Estonia,Crops,2021,498452000
Estonia,Crops,2022,644545000
Estonia,Crops,2023,399430000
Estonia,"Meat indigenous, total",2017,122788000
Estonia,"Meat indigenous, total",2018,122609000
Estonia,"Meat indigenous, total",2019,117982000
Estonia,"Meat indigenous, total",2020,108014000
Estonia,"Meat indigenous, total",2021,105448000
Estonia,"Meat indigenous, total",2022,112232000
Estonia,"Meat indigenous, total",2023,120205000
Estonia,"Milk, Total",2017,291812000
Estonia,"Milk, Total",2018,289309000
Estonia,"Milk, Total",2019,272268000
Estonia,"Milk, Total",2020,271868000
Estonia,"Milk, Total",2021,306033000
Estonia,"Milk, Total",2022,398085000
Estonia,"Milk, Total",2023,407961000
Estonia,"Roots and Tubers, Total",2017,8971000
Estonia,"Roots and Tubers, Total",2018,10904000
Estonia,"Roots and Tubers, Total",2019,20212000
Estonia,"Roots and Tubers, Total",2020,10942000
Estonia,"Roots and Tubers, Total",2021,15580000
Estonia,"Roots and Tubers, Total",2022,25208000
Estonia,"Roots and Tubers, Total",2023,23962000
Estonia,Vegetables and Fruit Primary,2017,39485000
Estonia,Vegetables and Fruit Primary,2018,27039000
Estonia,Vegetables and Fruit Primary,2019,21594000
Estonia,Vegetables and Fruit Primary,2020,21856000
Estonia,Vegetables and Fruit Primary,2021,24021000
Estonia,Vegetables and Fruit Primary,2022,20535000
Estonia,Vegetables and Fruit Primary,2023,16832000
Ethiopia,Agriculture,2017,17729710000
Ethiopia,Agriculture,2018,15982222000
Ethiopia,Agriculture,2019,17384100000
Ethiopia,Agriculture,2020,16131887000
Ethiopia,Agriculture,2021,12633988000
Ethiopia,Agriculture,2022,11939072000
Ethiopia,Agriculture,2023,15212020000
Ethiopia,"Cereals, primary",2017,7433303000
Ethiopia,"Cereals, primary",2018,7259441000
Ethiopia,"Cereals, primary",2019,7514373000
Ethiopia,"Cereals, primary",2020,6690025000
Ethiopia,"Cereals, primary",2021,5898425000
Ethiopia,"Cereals, primary",2022,5102815000
Ethiopia,"Cereals, primary",2023,6306612000
Ethiopia,Crops,2017,12314081000
Ethiopia,Crops,2018,11391099000
Ethiopia,Crops,2019,11739524000
Ethiopia,Crops,2020,10718933000
Ethiopia,Crops,2021,8988982000
Ethiopia,Crops,2022,8197565000
Ethiopia,Crops,2023,10330560000
Ethiopia,"Meat indigenous, total",2017,2669103000
Ethiopia,"Meat indigenous, total",2018,2230315000
Ethiopia,"Meat indigenous, total",2019,2593700000
Ethiopia,"Meat indigenous, total",2020,2440841000
Ethiopia,"Meat indigenous, total",2021,1749077000
Ethiopia,"Meat indigenous, total",2022,1688604000
Ethiopia,"Meat indigenous, total",2023,2613538000
Ethiopia,"Milk, Total",2017,2418166000
Ethiopia,"Milk, Total",2018,2103317000
Ethiopia,"Milk, Total",2019,2527413000
Ethiopia,"Milk, Total",2020,2578987000
Ethiopia,"Milk, Total",2021,1710672000
Ethiopia,"Milk, Total",2022,1844622000
Ethiopia,"Milk, Total",2023,1982769000
Ethiopia,"Roots and Tubers, Total",2017,441375000
Ethiopia,"Roots and Tubers, Total",2018,341834000
Ethiopia,"Roots and Tubers, Total",2019,399882000
Ethiopia,"Roots and Tubers, Total",2020,355439000
Ethiopia,"Roots and Tubers, Total",2021,246226000
Ethiopia,"Roots and Tubers, Total",2022,235786000
Ethiopia,"Roots and Tubers, Total",2023,337585000
Ethiopia,Sugar Crops Primary,2017,125187000
Ethiopia,Sugar Crops Primary,2018,129269000
Ethiopia,Sugar Crops Primary,2019,158691000
Ethiopia,Sugar Crops Primary,2020,130824000
Ethiopia,Sugar Crops Primary,2021,68601000
Ethiopia,Sugar Crops Primary,2022,92887000
Ethiopia,Sugar Crops Primary,2023,87011000
Ethiopia,Vegetables and Fruit Primary,2017,854045000
Ethiopia,Vegetables and Fruit Primary,2018,759548000
Ethiopia,Vegetables and Fruit Primary,2019,742834000
Ethiopia,Vegetables and Fruit Primary,2020,739593000
Ethiopia,Vegetables and Fruit Primary,2021,694923000
Ethiopia,Vegetables and Fruit Primary,2022,691479000
Ethiopia,Vegetables and Fruit Primary,2023,803304000
Fiji,Agriculture,2017,438726000
Fiji,Agriculture,2018,540535000
Fiji,Agriculture,2019,486211000
Fiji,Agriculture,2020,461906000
Fiji,Agriculture,2021,513445000
Fiji,Agriculture,2022,595615000
Fiji,Agriculture,2023,643171000
Fiji,"Cereals, primary",2017,5670000
Fiji,"Cereals, primary",2018,4135000
Fiji,"Cereals, primary",2019,4087000
Fiji,"Cereals, primary",2020,5336000
Fiji,"Cereals, primary",2021,5395000
Fiji,"Cereals, primary",2022,6252000
Fiji,"Cereals, primary",2023,4442000
Fiji,Crops,2017,256501000
Fiji,Crops,2018,286891000
Fiji,Crops,2019,282360000
Fiji,Crops,2020,305608000
Fiji,Crops,2021,346291000
Fiji,Crops,2022,363869000
Fiji,Crops,2023,390493000
Fiji,"Meat indigenous, total",2017,142700000
Fiji,"Meat indigenous, total",2018,220862000
Fiji,"Meat indigenous, total",2019,169446000
Fiji,"Meat indigenous, total",2020,129628000
Fiji,"Meat indigenous, total",2021,137313000
Fiji,"Meat indigenous, total",2022,205449000
Fiji,"Meat indigenous, total",2023,201703000
Fiji,"Milk, Total",2017,5653000
Fiji,"Milk, Total",2018,5073000
Fiji,"Milk, Total",2019,5283000
Fiji,"Milk, Total",2020,6057000
Fiji,"Milk, Total",2021,5835000
Fiji,"Milk, Total",2022,6147000
Fiji,"Milk, Total",2023,6000000
Fiji,"Roots and Tubers, Total",2017,74403000
Fiji,"Roots and Tubers, Total",2018,102141000
Fiji,"Roots and Tubers, Total",2019,97584000
Fiji,"Roots and Tubers, Total",2020,98890000
Fiji,"Roots and Tubers, Total",2021,122670000
Fiji,"Roots and Tubers, Total",2022,126570000
Fiji,"Roots and Tubers, Total",2023,135837000
Fiji,Sugar Crops Primary,2017,64999000
Fiji,Sugar Crops Primary,2018,66307000
Fiji,Sugar Crops Primary,2019,66206000
Fiji,Sugar Crops Primary,2020,55680000
Fiji,Sugar Crops Primary,2021,58168000
Fiji,Sugar Crops Primary,2022,63285000
Fiji,Sugar Crops Primary,2023,59140000
Fiji,Vegetables and Fruit Primary,2017,81753000
Fiji,Vegetables and Fruit Primary,2018,78857000
Fiji,Vegetables and Fruit Primary,2019,77539000
